receiver_ip,mac,rssi,rate,sig_mode,mcs,bandwidth,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel,secondary_channel,timestamp,ant,sig_len,rx_state,real_time,len,csi_data
192.168.4.4,00:4B:12:9B:47:81,-81,11,1,4,0,1,1,1,0,0,0,-97,1,1,0,19024544,0,94,0,19.4045,256,[94 96 5 0 -26 8 -22 12 -23 12 -19 7 -19 13 -19 9 -18 11 -18 9 -17 10 -20 15 -18 14 -22 14 -16 12 -18 14 -18 13 -20 11 -25 14 -19 14 -22 11 -24 11 -22 7 -21 9 -20 7 -22 5 -22 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -13 5 -20 3 -18 5 -17 3 -16 -1 -18 0 -18 -1 -18 -1 -18 -4 -18 2 -23 -7 -21 1 -22 -4 -16 4 -23 0 -22 3 -23 1 -15 3 -23 2 -20 2 -20 4 -19 2 -22 0 -22 9 -26 5 -21 7 ]
192.168.4.5,00:4B:12:9B:47:81,-69,11,1,7,0,1,1,1,0,0,0,-97,1,1,0,12976947,0,94,0,13.3606,256,[94 96 5 0 -2 24 -3 24 -3 23 -2 23 -1 22 -1 22 0 21 0 21 1 20 2 22 2 20 2 20 2 21 3 20 4 21 2 22 3 20 2 21 5 20 2 20 1 18 1 18 0 18 -1 18 -1 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 20 -1 21 -2 22 -3 22 -5 21 -6 22 -8 24 -7 22 -7 22 -9 23 -9 22 -9 22 -9 22 -10 22 -9 23 -8 20 -8 22 -8 23 -7 23 -7 22 -6 23 -4 23 -4 22 -5 22 -6 23 -3 26 ]
192.168.4.3,00:4B:12:9B:47:81,-72,11,1,4,0,1,1,1,0,0,0,-97,1,1,0,20767181,0,94,0,21.2165,256,[94 96 5 0 -11 21 -11 20 -11 20 -11 19 -10 19 -9 18 -7 17 -9 18 -9 15 -6 18 -5 16 -5 16 -5 15 -5 17 -4 15 -5 16 -5 15 -6 14 -7 13 -6 12 -6 11 -6 11 -8 10 -8 8 -8 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -11 20 -12 19 -12 20 -13 19 -14 19 -17 20 -17 20 -17 19 -19 19 -18 17 -21 18 -19 17 -21 18 -18 19 -17 17 -18 19 -16 17 -16 18 -13 19 -15 19 -14 19 -14 19 -13 20 -15 20 -15 20 -14 20 ]
192.168.4.5,00:4B:12:9B:47:81,-68,11,1,7,0,1,1,1,0,0,0,-97,1,1,0,12994787,0,94,0,13.3787,256,[94 96 5 0 25 10 24 9 24 10 23 8 23 7 23 7 22 6 23 5 23 5 23 4 23 3 23 2 24 1 23 2 24 2 24 3 23 3 23 3 23 4 22 4 22 4 22 7 22 6 19 7 18 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 6 17 7 18 7 17 9 17 11 17 12 18 12 17 13 17 14 17 13 17 15 17 15 17 15 16 14 17 14 18 14 18 13 18 13 20 13 21 12 21 12 21 11 22 11 22 11 24 12 24 11 ]
192.168.4.4,00:4B:12:9B:47:81,-78,11,1,4,0,1,1,1,0,0,0,-97,1,1,0,19044280,0,94,0,19.4244,256,[94 96 5 0 -20 16 -21 15 -20 15 -18 16 -17 16 -16 16 -15 18 -13 19 -13 17 -15 19 -10 19 -15 23 -14 20 -13 19 -9 18 -13 19 -11 21 -13 17 -11 18 -11 20 -12 16 -14 15 -14 17 -14 11 -15 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -18 12 -18 10 -19 10 -22 7 -22 8 -22 6 -23 4 -23 5 -22 4 -20 9 -27 6 -25 6 -24 4 -25 4 -23 6 -25 8 -23 5 -22 6 -24 10 -22 10 -24 10 -21 11 -23 13 -22 16 -24 15 -24 13 ]
192.168.4.3,00:4B:12:9B:47:81,-76,11,1,4,0,1,1,1,0,0,0,-97,1,1,0,20776866,0,94,0,21.2248,256,[94 96 5 0 18 -4 19 -1 19 -5 17 -2 16 -4 16 -5 17 -6 15 -6 15 -6 16 -7 12 -6 13 -4 14 -5 13 -7 15 -7 14 -6 13 -6 15 -7 14 -5 11 -6 13 -2 10 -3 11 -1 12 -1 7 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22 -3 23 -1 24 -1 26 1 24 1 25 1 24 2 25 4 23 4 27 5 25 5 27 5 24 3 25 3 22 5 25 5 24 4 23 2 23 3 22 -1 22 -1 25 -1 24 0 23 0 23 -1 24 -1 ]
192.168.4.5,00:4B:12:9B:47:81,-68,11,1,7,0,1,1,1,0,0,0,-97,1,1,0,13002890,0,94,0,13.3865,256,[94 96 5 0 4 -24 3 -24 2 -24 3 -23 2 -24 1 -23 1 -22 0 -23 -1 -22 -1 -23 -2 -23 -3 -22 -3 -24 -3 -22 -3 -23 -3 -23 -2 -24 -1 -23 -1 -23 -1 -22 1 -22 1 -22 2 -22 2 -20 4 -20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 -19 3 -19 5 -20 6 -19 7 -19 7 -19 5 -17 8 -19 8 -21 10 -18 10 -20 11 -20 10 -19 10 -19 10 -19 10 -20 9 -20 8 -20 8 -21 7 -22 7 -21 6 -22 6 -24 5 -23 5 -23 5 -25 ]
192.168.4.4,00:4B:12:9B:47:81,-84,11,1,3,0,1,1,1,0,0,0,-97,1,1,0,19056935,0,94,0,19.4368,256,[94 96 5 0 21 2 16 3 20 -2 18 2 20 1 18 2 14 -1 20 -3 18 -2 16 -4 16 -8 20 -6 16 -5 16 -7 20 -8 18 -4 18 -5 19 -4 19 -4 18 -3 18 -6 17 -3 16 -4 23 -1 14 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 11 13 11 12 16 13 16 13 15 9 14 11 16 9 19 12 15 8 16 9 18 9 17 9 14 13 14 11 9 10 13 11 12 13 10 15 10 14 15 13 8 14 10 18 11 13 4 18 10 18 10 ]
192.168.4.3,00:4B:12:9B:47:81,-76,11,1,4,0,1,1,1,0,0,0,-97,1,1,0,20787117,0,94,0,21.2351,256,[94 96 5 0 -4 21 -4 22 -1 20 -3 17 0 21 -1 22 -2 16 0 18 0 16 3 16 2 16 2 14 4 18 3 15 2 17 3 15 3 14 1 13 1 11 0 9 0 11 -2 11 2 10 -2 9 -2 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -3 23 -6 26 -7 25 -11 27 -8 27 -11 28 -11 25 -12 25 -14 27 -14 25 -15 27 -16 25 -15 25 -12 25 -14 24 -12 22 -11 23 -11 23 -9 24 -8 25 -10 23 -9 25 -8 25 -5 24 -8 24 -4 22 ]
192.168.4.5,00:4B:12:9B:47:81,-67,11,1,6,0,1,1,1,0,0,0,-97,1,1,0,13014217,0,94,0,13.3979,256,[94 96 5 0 3 -27 2 -27 1 -26 2 -26 1 -25 0 -25 1 -24 -2 -24 -3 -23 -4 -24 -4 -23 -5 -24 -6 -24 -4 -24 -5 -25 -5 -23 -5 -23 -4 -24 -3 -23 -3 -23 -2 -23 -2 -23 -2 -23 0 -23 1 -22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 -23 3 -24 5 -23 6 -25 7 -24 7 -25 9 -24 10 -25 10 -24 11 -23 11 -26 11 -25 11 -24 11 -24 12 -23 11 -24 9 -24 9 -24 8 -25 8 -25 7 -26 5 -26 5 -26 5 -27 5 -28 4 -29 ]
192.168.4.3,00:4B:12:9B:47:81,-73,11,1,4,0,1,1,1,0,0,0,-97,1,1,0,20798976,0,94,0,21.2469,256,[94 96 5 0 -27 -8 -27 -5 -26 -6 -27 -5 -23 -4 -21 -3 -22 -3 -23 -2 -21 -1 -23 -2 -22 -1 -22 0 -21 1 -22 0 -22 1 -22 0 -19 1 -20 0 -19 -2 -18 -3 -19 -4 -18 -3 -18 -5 -16 -5 -16 -5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -24 -7 -23 -8 -24 -10 -25 -11 -24 -12 -24 -12 -24 -13 -25 -14 -24 -14 -25 -15 -24 -16 -24 -15 -25 -16 -25 -15 -23 -12 -26 -13 -23 -13 -24 -11 -24 -11 -26 -10 -24 -9 -27 -11 -26 -11 -28 -8 -26 -7 -28 -9 ]
192.168.4.5,00:4B:12:9B:47:81,-68,11,1,7,0,1,1,1,0,0,0,-97,1,1,0,13024018,0,94,0,13.4077,256,[94 96 5 0 12 -24 13 -23 12 -25 12 -23 11 -23 10 -23 10 -24 8 -23 7 -22 7 -25 7 -23 7 -23 6 -24 5 -25 6 -24 8 -25 8 -24 7 -23 7 -23 8 -23 8 -22 9 -22 10 -20 11 -19 12 -18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 -17 8 -17 9 -17 11 -17 11 -17 12 -17 14 -17 15 -17 15 -17 15 -16 17 -17 17 -17 17 -16 16 -17 15 -17 15 -18 14 -18 14 -18 14 -19 15 -19 14 -19 14 -20 13 -22 12 -22 14 -23 15 -25 ]
192.168.4.4,00:4B:12:9B:47:81,-85,11,1,3,0,1,1,1,0,0,0,-97,1,1,0,19073421,0,94,0,19.4533,256,[94 96 5 0 -11 -19 -9 -18 -13 -21 -9 -12 -6 -21 -8 -15 -11 -18 -15 -17 -13 -19 -13 -13 -14 -13 -20 -17 -18 -17 -17 -18 -17 -14 -14 -23 -17 -19 -15 -18 -18 -18 -19 -17 -12 -19 -15 -16 -9 -18 -13 -20 -6 -21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -11 2 -12 5 -11 1 -11 4 -9 1 -8 4 -12 1 -11 4 -12 7 -13 2 -12 2 -15 1 -14 3 -13 2 -11 3 -17 3 -15 -3 -17 -1 -12 -1 -16 -2 -15 -6 -16 -1 -13 -4 -15 -4 -17 -3 -20 ]
192.168.4.5,00:4B:12:9B:47:81,-70,11,1,7,0,1,1,1,0,0,0,-97,1,1,0,13032796,0,94,0,13.4165,256,[94 96 5 0 11 23 10 21 12 20 12 21 13 20 13 19 12 16 14 17 14 17 15 16 16 16 15 16 17 17 16 17 16 17 15 17 16 18 15 18 15 18 14 18 13 17 14 17 12 18 11 19 10 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 17 9 20 8 19 7 21 7 20 5 21 5 22 4 22 3 23 3 22 5 23 3 24 3 23 4 23 3 22 4 23 4 21 5 21 6 21 6 21 8 22 8 21 9 23 9 22 9 22 10 21 ]
192.168.4.3,00:4B:12:9B:47:81,-73,11,1,4,0,1,1,1,0,0,0,-97,1,1,0,20807883,0,94,0,21.2558,256,[94 96 5 0 -24 9 -24 10 -23 9 -22 9 -20 10 -20 10 -18 8 -17 10 -16 10 -15 11 -18 11 -16 13 -14 14 -13 11 -16 12 -14 12 -14 8 -14 9 -13 10 -14 9 -14 7 -13 7 -13 6 -12 5 -11 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -20 12 -23 11 -24 10 -26 9 -26 6 -26 6 -26 6 -26 5 -27 6 -28 3 -28 5 -29 4 -27 4 -27 5 -26 4 -27 3 -27 5 -25 6 -26 4 -26 5 -25 7 -27 8 -25 7 -26 9 -27 10 -25 9 ]
192.168.4.4,00:4B:12:9B:47:81,-81,11,1,4,0,1,1,1,0,0,0,-97,1,1,0,19085394,0,94,0,19.4653,256,[94 96 5 0 8 -20 10 -21 8 -24 10 -26 9 -19 10 -24 7 -23 6 -24 8 -22 5 -24 4 -22 7 -20 6 -24 6 -23 6 -24 10 -24 2 -24 6 -22 8 -22 8 -22 9 -20 9 -22 8 -17 9 -18 13 -15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 -18 9 -15 11 -19 12 -18 12 -16 15 -17 13 -15 14 -16 16 -14 13 -16 15 -17 17 -18 17 -14 17 -19 18 -15 17 -18 18 -16 15 -18 14 -17 12 -19 12 -20 15 -20 13 -20 13 -21 15 -25 10 -24 ]
192.168.4.5,00:4B:12:9B:47:81,-69,11,1,7,0,1,1,1,0,0,0,-97,1,1,0,13065542,0,94,0,13.4492,256,[94 96 5 0 -26 -7 -24 -7 -25 -6 -23 -4 -24 -4 -24 -4 -22 -5 -23 -2 -23 -2 -23 0 -23 0 -23 2 -24 2 -25 1 -25 1 -26 0 -24 0 -24 -1 -25 -1 -24 -2 -24 -2 -24 -3 -24 -4 -23 -6 -22 -7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -21 -6 -19 -7 -19 -8 -18 -10 -20 -10 -18 -11 -19 -12 -19 -12 -19 -13 -20 -14 -19 -14 -19 -14 -19 -13 -18 -14 -18 -12 -20 -14 -19 -11 -21 -11 -21 -10 -21 -9 -21 -9 -22 -9 -22 -10 -23 -8 -24 -8 -24 -9 ]
192.168.4.3,00:4B:12:9B:47:81,-75,11,1,4,0,1,1,1,0,0,0,-97,1,1,0,20845550,0,94,0,21.2935,256,[94 96 5 0 21 10 19 9 20 8 20 7 19 8 19 8 17 5 17 5 17 4 15 3 16 0 16 0 15 0 14 1 15 0 17 0 16 0 15 2 12 2 12 2 11 2 13 3 12 2 9 2 10 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23 9 22 11 23 13 20 14 22 15 21 16 22 18 19 17 21 18 21 19 22 21 19 19 20 19 17 18 19 16 20 17 19 17 21 11 20 15 20 14 18 15 23 16 22 13 23 11 22 11 20 12 ]
192.168.4.4,00:4B:12:9B:47:81,-82,11,1,3,0,1,1,1,0,0,0,-97,1,1,0,19123343,0,94,0,19.5032,256,[94 96 5 0 -5 -25 -8 -23 -7 -18 -8 -23 -8 -18 -8 -22 -5 -21 -9 -20 -10 -21 -12 -21 -11 -16 -13 -22 -9 -21 -9 -22 -9 -24 -9 -22 -8 -21 -11 -19 -8 -20 -8 -20 -6 -20 -7 -23 -4 -20 -1 -22 0 -19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -8 -15 -9 -17 -5 -14 -3 -21 -3 -18 0 -20 -2 -22 0 -19 -1 -21 1 -17 -1 -20 2 -22 4 -23 0 -19 1 -21 2 -22 0 -24 -2 -18 0 -22 -4 -20 -2 -22 -5 -22 -2 -19 -8 -20 -2 -23 -6 -26 ]
192.168.4.3,00:4B:12:9B:47:81,-73,11,1,5,0,1,1,1,0,0,0,-97,1,1,0,20858134,0,94,0,21.3061,256,[94 96 5 0 -5 -22 -5 -25 -4 -23 -6 -22 -6 -22 -5 -21 -7 -19 -7 -21 -6 -20 -8 -20 -7 -20 -9 -18 -7 -19 -9 -18 -7 -18 -6 -19 -4 -18 -7 -20 -6 -18 -4 -18 -3 -15 -5 -15 -1 -16 -1 -14 0 -16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -6 -21 -4 -22 -4 -20 -4 -24 -2 -23 -2 -25 -1 -26 -2 -25 1 -25 -1 -26 0 -27 0 -25 0 -26 2 -24 0 -25 0 -24 1 -25 1 -23 -2 -24 0 -25 -3 -25 -3 -24 -3 -23 -5 -26 -5 -25 -7 -27 ]
192.168.4.5,00:4B:12:9B:47:81,-66,11,1,6,0,1,1,1,0,0,0,-97,1,1,0,13081150,0,94,0,13.4648,256,[94 96 5 0 -21 17 -22 17 -20 17 -19 17 -19 17 -19 18 -18 17 -17 17 -15 17 -16 19 -16 18 -15 19 -15 19 -15 19 -15 20 -15 18 -16 18 -18 18 -15 18 -17 17 -16 15 -18 14 -18 14 -17 13 -18 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -13 14 -15 13 -16 12 -17 12 -17 11 -18 11 -19 11 -20 11 -21 10 -22 9 -22 10 -21 10 -22 10 -21 9 -21 9 -22 10 -21 10 -20 10 -21 12 -21 12 -21 13 -22 14 -21 15 -22 16 -22 17 -22 16 ]
192.168.4.4,00:4B:12:9B:47:81,-78,11,1,3,0,1,1,1,0,0,0,-97,1,1,0,19146337,0,94,0,19.5264,256,[94 96 5 0 -20 15 -22 20 -17 18 -18 15 -17 16 -18 16 -13 16 -15 21 -16 17 -17 18 -11 20 -11 16 -11 20 -11 18 -11 22 -12 19 -14 19 -12 18 -12 18 -13 18 -15 14 -14 15 -16 15 -14 13 -17 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -13 10 -15 10 -16 10 -18 13 -18 9 -20 7 -20 8 -20 8 -23 10 -25 6 -25 7 -22 9 -24 5 -24 10 -19 7 -23 10 -20 9 -21 12 -22 11 -18 9 -21 12 -22 11 -22 15 -23 14 -24 12 -24 13 ]
192.168.4.3,00:4B:12:9B:47:81,-79,11,1,3,0,1,1,1,0,0,0,-97,1,1,0,20876435,0,94,0,21.3246,256,[94 96 5 0 -3 -25 -2 -25 -5 -21 -2 -21 -9 -21 -8 -20 -9 -21 -6 -19 -7 -17 -8 -17 -7 -17 -12 -18 -8 -19 -10 -15 -8 -17 -10 -13 -8 -14 -5 -16 -6 -15 -5 -14 -3 -13 -4 -15 -5 -13 -3 -16 -2 -15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -23 4 -24 3 -23 6 -24 4 -22 4 -23 7 -20 4 -25 6 -25 8 -25 6 -25 3 -25 8 -25 5 -21 5 -24 4 -22 2 -25 3 -21 -1 -22 3 -24 1 -24 -2 -27 1 -25 0 -25 -1 -23 -1 -29 ]
192.168.4.5,00:4B:12:9B:47:81,-69,11,1,6,0,1,1,1,0,0,0,-97,1,1,0,13098964,0,94,0,13.4828,256,[94 96 5 0 -22 -15 -20 -12 -23 -14 -19 -11 -20 -10 -19 -11 -21 -9 -20 -7 -19 -7 -20 -8 -21 -5 -21 -5 -22 -4 -21 -4 -21 -3 -21 -4 -22 -4 -21 -3 -20 -5 -19 -5 -19 -5 -22 -5 -21 -10 -18 -8 -19 -9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -24 -13 -23 -14 -21 -17 -21 -17 -20 -18 -20 -18 -19 -20 -20 -20 -19 -23 -19 -23 -18 -24 -17 -25 -18 -23 -17 -22 -15 -20 -16 -21 -15 -19 -17 -22 -17 -19 -18 -18 -17 -18 -21 -17 -19 -17 -19 -18 -21 -17 -20 -17 ]
192.168.4.4,00:4B:12:9B:47:81,-79,11,1,4,0,1,1,1,0,0,0,-97,1,1,0,19160349,0,94,0,19.5403,256,[94 96 5 0 21 0 22 4 24 1 21 0 21 -2 25 -4 21 -3 19 -5 22 -6 22 -4 20 -8 21 -1 21 -7 21 -6 20 -6 26 -6 20 -8 19 -7 24 -5 22 -5 22 -4 20 -5 22 1 20 2 18 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 15 2 15 3 18 5 19 4 16 6 16 5 15 8 16 7 20 9 15 12 20 9 17 9 18 8 14 6 19 9 17 6 19 7 18 5 22 3 20 2 20 4 21 4 20 1 22 1 24 4 ]
