receiver_ip,mac,rssi,rate,sig_mode,mcs,bandwidth,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel,secondary_channel,timestamp,ant,sig_len,rx_state,real_time,len,csi_data
192.168.4.4,00:4B:12:9B:47:81,-76,11,1,4,0,1,1,1,0,0,0,-97,1,1,0,15678781,0,94,0,16.0586,256,[94 96 5 0 -16 18 -14 20 -15 19 -12 18 -10 16 -9 17 -9 19 -7 18 -7 17 -7 16 -4 15 -5 16 -5 17 -4 17 -3 18 -6 15 -3 14 -3 17 -3 15 -2 13 -5 13 -3 13 -4 11 -4 12 -4 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -14 22 -16 23 -17 20 -21 22 -20 19 -22 18 -20 18 -22 16 -24 19 -24 16 -26 16 -23 17 -24 14 -21 14 -23 13 -22 15 -21 16 -19 16 -18 16 -20 17 -20 16 -16 20 -17 18 -18 21 -16 20 -19 21 ]
192.168.4.3,00:4B:12:9B:47:81,-76,11,1,4,0,1,1,1,0,0,0,-97,1,1,0,20436473,0,94,0,20.8387,256,[94 96 5 0 -15 24 -16 21 -15 22 -13 19 -14 18 -15 19 -13 18 -12 18 -12 21 -11 19 -10 18 -9 23 -9 21 -12 21 -11 19 -11 20 -10 19 -13 18 -14 15 -12 19 -14 16 -13 14 -13 14 -15 13 -15 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -9 17 -11 17 -12 18 -13 19 -17 16 -16 16 -17 17 -18 16 -17 16 -19 15 -19 17 -19 15 -18 14 -18 15 -18 15 -17 17 -15 16 -17 16 -18 15 -18 17 -16 19 -17 15 -16 16 -17 17 -21 21 -16 21 ]
192.168.4.4,00:4B:12:9B:47:81,-81,11,1,4,0,1,1,1,0,0,0,-97,1,1,0,15691357,0,94,0,16.0711,256,[94 96 5 0 -11 12 -13 16 -9 16 -6 12 -10 10 -7 13 -7 12 -3 11 0 9 -3 12 -3 11 1 12 -1 13 3 12 1 14 -1 16 3 11 -2 11 0 11 1 12 4 13 1 13 1 12 3 12 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -17 20 -19 19 -22 20 -24 17 -23 15 -26 12 -25 15 -27 13 -25 10 -26 9 -25 14 -24 11 -26 11 -24 8 -24 10 -24 10 -24 8 -20 6 -18 12 -21 8 -16 11 -14 10 -16 13 -17 16 -15 10 -15 12 ]
192.168.4.3,00:4B:12:9B:47:81,-76,11,1,4,0,1,1,1,0,0,0,-97,1,1,0,20450265,0,94,0,20.8525,256,[94 96 5 0 24 -9 26 -12 23 -13 25 -10 22 -15 21 -13 21 -13 19 -14 18 -13 20 -16 19 -18 19 -18 21 -17 21 -14 22 -16 19 -17 21 -14 22 -15 20 -11 21 -13 22 -9 18 -8 20 -8 20 -7 19 -7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 -11 11 -10 12 -10 13 -9 14 -10 16 -9 18 -9 17 -6 18 -5 17 -8 20 -9 20 -10 20 -7 20 -7 22 -8 20 -10 24 -11 21 -9 24 -10 20 -9 23 -8 23 -12 21 -13 23 -9 24 -16 22 -14 ]
192.168.4.4,00:4B:12:9B:47:81,-78,11,1,4,0,1,1,1,0,0,0,-97,1,1,0,15699532,0,94,0,16.0793,256,[94 96 5 0 20 5 21 5 18 2 20 3 18 2 17 1 21 -1 18 -1 19 -3 19 -4 17 -4 18 -5 17 -4 16 -5 18 -5 19 -6 16 -7 20 -6 15 -6 17 -6 17 -3 15 -2 16 -2 17 -2 13 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 4 23 8 26 11 26 11 22 11 23 14 24 16 23 16 20 15 22 17 22 18 21 19 21 18 19 19 18 18 19 15 21 15 18 11 20 11 20 12 22 10 21 11 19 12 21 9 21 8 17 6 ]
192.168.4.3,00:4B:12:9B:47:81,-76,11,1,4,0,1,1,1,0,0,0,-97,1,1,0,20458715,0,94,0,20.8609,256,[94 96 5 0 -4 25 -3 26 -1 24 -1 24 1 23 -1 23 1 23 -1 23 -1 22 3 23 2 24 2 23 4 23 2 22 2 25 4 22 0 23 2 24 1 22 1 22 -2 22 -1 20 -3 23 -2 20 -5 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -3 14 -4 15 -5 17 -6 16 -7 17 -5 17 -7 16 -8 16 -7 17 -8 20 -8 18 -8 21 -9 17 -9 17 -7 19 -7 17 -6 21 -9 20 -5 18 -6 19 -7 22 -4 21 -2 24 -3 22 -4 27 -3 22 ]
192.168.4.4,00:4B:12:9B:47:81,-80,11,1,4,0,1,1,1,0,0,0,-97,1,1,0,15708937,0,94,0,16.0887,256,[94 96 5 0 -1 -18 4 -15 2 -18 -1 -19 -3 -17 -3 -17 -6 -14 -5 -15 -5 -14 -7 -16 -6 -11 -10 -16 -8 -15 -9 -15 -10 -17 -8 -15 -10 -16 -10 -16 -10 -17 -8 -15 -9 -15 -10 -15 -6 -17 -4 -15 -5 -17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 -24 4 -26 10 -24 11 -24 11 -23 14 -21 14 -22 15 -22 16 -20 15 -21 17 -21 16 -22 17 -20 14 -16 15 -17 12 -19 12 -18 10 -17 9 -17 10 -17 9 -18 7 -15 11 -19 6 -18 5 -18 4 -20 ]
192.168.4.3,00:4B:12:9B:47:81,-79,11,1,4,0,1,1,1,0,0,0,-97,1,1,0,20471650,0,94,0,20.8739,256,[94 96 5 0 -3 -24 -3 -19 -4 -23 -3 -26 -3 -18 -3 -22 -4 -21 -3 -20 -4 -18 -8 -23 -7 -19 -5 -16 -7 -18 -6 -20 -6 -16 -2 -17 -3 -15 -7 -14 -7 -16 -3 -14 -3 -14 0 -12 -1 -14 1 -13 -2 -12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -5 -21 -6 -22 -4 -21 -1 -23 -1 -27 0 -25 2 -27 0 -26 3 -29 5 -26 1 -29 1 -26 5 -28 5 -28 4 -22 2 -25 1 -24 2 -25 0 -27 0 -25 4 -25 -4 -23 -3 -29 0 -24 -4 -28 -1 -23 ]
192.168.4.4,00:4B:12:9B:47:81,-80,11,1,4,0,1,1,1,0,0,0,-97,1,1,0,15717072,0,94,0,16.0968,256,[94 96 5 0 11 16 11 16 11 17 11 11 12 11 11 11 10 10 13 7 12 5 16 5 8 6 12 2 11 4 11 4 13 4 14 1 16 1 16 3 10 3 10 3 11 3 14 0 13 2 10 3 13 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 21 15 25 13 25 13 24 10 25 12 27 7 30 8 27 4 26 3 26 4 27 5 29 5 28 2 27 0 25 4 25 6 24 2 20 2 24 6 19 7 21 7 19 8 19 10 20 8 17 11 18 ]
192.168.4.3,00:4B:12:9B:47:81,-80,11,1,4,0,1,1,1,0,0,0,-97,1,1,0,20479957,0,94,0,20.8822,256,[94 96 5 0 4 22 6 24 4 17 7 21 7 21 9 19 9 15 8 18 9 16 14 15 13 20 10 21 14 21 14 18 10 18 14 19 14 17 11 19 11 19 10 17 10 19 7 18 6 20 5 16 5 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 20 2 18 1 21 -2 23 -3 19 -2 22 -3 20 -2 21 -4 26 -4 22 -3 21 -7 25 -4 21 -3 23 -4 22 -4 22 -2 20 -2 21 1 20 2 21 4 21 0 21 2 22 4 23 6 20 3 21 ]
192.168.4.4,00:4B:12:9B:47:81,-81,11,1,3,0,1,1,1,0,0,0,-97,1,1,0,15726702,0,94,0,16.1065,256,[94 96 5 0 15 -3 17 -3 15 -2 13 -2 14 -3 8 -4 8 -6 7 -5 6 -7 6 -4 4 -8 5 -3 1 -6 0 -7 1 -8 -1 -9 -1 -4 -3 -4 -4 -9 -3 -5 -6 -3 -3 -4 -4 -5 -6 -6 -5 -4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 29 -3 29 -1 28 1 31 2 29 5 32 5 32 3 31 8 27 8 33 9 31 10 32 10 29 8 29 5 27 7 27 8 25 6 24 0 26 4 21 4 20 0 21 -1 20 0 20 1 22 -1 21 -3 ]
192.168.4.3,00:4B:12:9B:47:81,-79,11,1,3,0,1,1,1,0,0,0,-97,1,1,0,20517930,0,94,0,20.9204,256,[94 96 5 0 23 12 20 13 24 12 19 14 20 7 19 9 21 9 26 6 25 7 24 9 20 5 22 7 26 5 21 6 24 7 21 5 26 12 21 8 25 8 20 12 20 9 19 9 21 13 17 13 20 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 5 11 6 7 4 7 8 9 8 11 8 8 8 9 12 8 11 7 10 8 9 9 12 11 12 13 14 9 11 9 10 12 12 12 11 14 11 18 12 17 11 14 13 16 13 20 13 18 13 15 10 ]
192.168.4.4,00:4B:12:9B:47:81,-79,11,1,3,0,1,1,1,0,0,0,-97,1,1,0,15762401,0,94,0,16.1424,256,[94 96 5 0 -14 20 -12 18 -11 19 -7 17 -6 17 -7 18 -5 17 -6 15 -3 17 -1 20 -1 18 -6 16 -2 16 2 20 1 19 -2 22 -1 21 0 20 -3 21 -2 20 -1 18 0 19 -5 21 -6 18 -6 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -14 20 -17 20 -19 20 -21 18 -21 17 -22 16 -21 15 -22 13 -22 14 -26 13 -27 13 -24 12 -24 12 -23 13 -20 10 -21 12 -22 13 -19 14 -20 13 -20 11 -16 13 -16 15 -15 16 -14 15 -18 20 -13 18 ]
192.168.4.3,00:4B:12:9B:47:81,-77,11,1,4,0,1,1,1,0,0,0,-97,1,1,0,20526730,0,94,0,20.929,256,[94 96 5 0 15 18 18 15 18 17 18 15 16 14 18 16 17 14 15 15 17 11 19 12 16 10 20 12 14 12 19 12 20 9 19 11 15 12 16 13 16 11 15 14 13 11 13 13 13 14 12 14 10 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 10 13 11 13 13 11 13 15 14 12 16 13 16 11 18 13 16 12 19 12 19 10 19 12 16 11 17 12 17 12 18 11 18 14 17 16 14 14 19 14 14 14 20 16 17 16 19 17 17 17 18 ]
192.168.4.4,00:4B:12:9B:47:81,-79,11,1,3,0,1,1,1,0,0,0,-97,1,1,0,15779541,0,94,0,16.1594,256,[94 96 5 0 -24 3 -22 4 -22 4 -18 5 -18 4 -18 6 -18 6 -15 9 -16 9 -17 9 -14 8 -15 14 -18 11 -17 12 -14 11 -15 7 -18 11 -15 10 -14 12 -14 7 -13 9 -15 8 -16 6 -16 6 -16 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -25 10 -26 8 -27 6 -27 4 -26 4 -30 2 -30 3 -29 -2 -27 -1 -29 -4 -29 -3 -26 -6 -29 -6 -28 -7 -25 -7 -24 -5 -26 -2 -23 -2 -25 -3 -27 -2 -25 -2 -23 2 -22 1 -26 1 -24 1 -22 6 ]
192.168.4.3,00:4B:12:9B:47:81,-81,11,1,3,0,1,1,1,0,0,0,-97,1,1,0,20544998,0,94,0,20.9473,256,[94 96 5 0 9 25 2 23 7 20 5 19 11 20 6 20 6 22 10 22 8 17 14 23 11 22 14 15 14 24 13 20 16 24 10 17 14 24 13 19 11 18 8 23 3 23 10 20 8 21 6 20 4 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 15 2 15 0 14 -2 19 -1 19 -4 17 -3 22 -5 23 -6 22 -2 20 -1 22 -2 22 1 19 -4 20 -1 20 -2 19 -3 23 2 20 -5 20 3 18 3 17 1 20 4 24 5 28 2 26 2 24 ]
192.168.4.4,00:4B:12:9B:47:81,-82,11,1,3,0,1,1,1,0,0,0,-97,1,1,0,15793787,0,94,0,16.1736,256,[94 96 5 0 16 -12 13 -11 11 -14 11 -13 10 -14 12 -19 9 -16 10 -16 9 -17 7 -19 7 -21 8 -24 6 -24 5 -22 4 -26 7 -26 7 -27 9 -26 8 -25 10 -25 13 -22 14 -22 14 -23 15 -19 17 -20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21 -7 22 -4 23 -2 25 -1 24 0 25 4 23 3 23 5 25 1 23 5 27 8 21 5 20 2 25 4 18 5 20 3 18 -1 15 4 22 0 14 -5 19 -2 16 -8 20 -8 17 -5 16 -7 17 -13 ]
192.168.4.4,00:4B:12:9B:47:81,-78,11,1,3,0,1,1,1,0,0,0,-97,1,1,0,15803842,0,94,0,16.1837,256,[94 96 5 0 21 -5 22 -8 20 -10 19 -7 15 -8 15 -8 15 -10 17 -8 16 -10 12 -8 11 -13 11 -7 10 -10 13 -15 8 -10 10 -11 8 -11 7 -11 5 -12 8 -11 6 -10 7 -9 8 -9 8 -9 7 -7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26 -8 26 -4 27 -2 28 -2 29 -1 30 1 30 1 28 3 30 4 29 3 30 7 30 4 27 5 26 5 24 5 28 4 27 0 25 1 24 1 26 -1 24 -2 23 -3 22 -3 23 -4 25 -5 28 -1 ]
192.168.4.3,00:4B:12:9B:47:81,-78,11,1,4,0,1,1,1,0,0,0,-97,1,1,0,20559273,0,94,0,20.9616,256,[94 96 5 0 -20 -22 -20 -18 -22 -22 -18 -20 -22 -19 -21 -17 -17 -19 -21 -16 -18 -16 -19 -16 -17 -12 -19 -15 -23 -11 -21 -14 -22 -13 -21 -14 -18 -17 -18 -15 -17 -14 -17 -15 -14 -13 -15 -15 -16 -15 -14 -16 -10 -16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -9 -11 -10 -13 -9 -13 -11 -14 -8 -14 -11 -16 -11 -19 -7 -16 -8 -19 -10 -20 -9 -18 -6 -19 -10 -20 -10 -20 -8 -20 -8 -23 -11 -21 -9 -21 -14 -19 -10 -19 -15 -19 -12 -21 -17 -19 -15 -23 -18 -26 -18 -23 ]
192.168.4.4,00:4B:12:9B:47:81,-81,11,1,3,0,1,1,1,0,0,0,-97,1,1,0,15813011,0,94,0,16.1928,256,[94 96 5 0 -21 -1 -24 3 -20 -1 -22 2 -23 1 -17 1 -19 3 -19 3 -17 9 -15 7 -16 8 -19 9 -16 6 -19 11 -17 11 -20 10 -18 8 -17 9 -18 7 -21 6 -17 6 -21 7 -20 5 -19 5 -17 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -25 -1 -26 -4 -24 -5 -27 -8 -23 -10 -25 -11 -23 -13 -24 -13 -23 -14 -25 -15 -27 -14 -25 -13 -23 -13 -23 -9 -24 -12 -23 -12 -25 -12 -21 -10 -21 -7 -21 -10 -19 -5 -23 -10 -20 -5 -23 -4 -23 -3 -22 -4 ]
192.168.4.3,00:4B:12:9B:47:81,-72,11,1,2,0,1,1,1,0,0,0,-97,1,1,0,20581177,0,94,0,20.9835,256,[94 96 5 0 16 -22 16 -21 15 -20 16 -21 15 -20 14 -22 13 -21 13 -21 12 -24 12 -25 10 -23 9 -23 10 -23 11 -23 10 -25 12 -24 12 -24 12 -22 13 -22 12 -22 14 -22 14 -20 13 -19 15 -19 14 -17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 -13 12 -11 12 -11 13 -13 15 -11 14 -10 17 -9 16 -12 18 -12 18 -11 18 -11 20 -12 18 -11 17 -10 18 -13 18 -13 18 -14 18 -13 17 -14 19 -15 17 -14 17 -18 14 -16 17 -19 18 -19 19 -19 ]
192.168.4.4,00:4B:12:9B:47:81,-76,11,1,2,0,1,1,1,0,0,0,-97,1,1,0,15825316,0,94,0,16.2051,256,[94 96 5 0 8 -20 8 -22 6 -22 3 -22 3 -22 4 -23 2 -21 2 -20 1 -22 -1 -25 -2 -23 0 -21 -1 -23 -2 -24 -2 -24 -1 -24 -1 -25 -2 -24 -3 -23 1 -24 1 -24 1 -22 2 -23 3 -21 5 -22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 -22 11 -20 13 -23 13 -21 15 -19 16 -21 16 -18 14 -17 16 -18 17 -19 16 -19 19 -19 17 -16 15 -17 16 -14 15 -20 15 -18 13 -17 12 -20 12 -18 11 -21 10 -19 9 -22 10 -21 8 -23 10 -21 ]
192.168.4.3,00:4B:12:9B:47:81,-76,11,1,4,0,1,1,1,0,0,0,-97,1,1,0,20589345,0,94,0,20.9916,256,[94 96 5 0 -2 -26 -2 -25 -4 -23 1 -24 -1 -23 -4 -22 -1 -21 -4 -21 -3 -21 -4 -20 -4 -19 -4 -20 -4 -20 -4 -18 -4 -21 -5 -17 -2 -17 -5 -18 -6 -18 -2 -17 -1 -15 0 -15 0 -18 2 -15 1 -14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -2 -20 -2 -23 -1 -23 2 -25 5 -23 4 -24 4 -23 4 -23 4 -24 5 -24 6 -26 6 -22 6 -24 5 -23 6 -24 4 -23 4 -23 4 -22 2 -25 4 -24 3 -23 2 -25 0 -24 -1 -26 1 -26 -1 -25 ]
192.168.4.4,00:4B:12:9B:47:81,-76,11,1,3,0,1,1,1,0,0,0,-97,1,1,0,15838283,0,94,0,16.2181,256,[94 96 5 0 22 -8 21 -10 21 -11 18 -9 18 -12 17 -12 17 -11 13 -11 14 -15 15 -13 13 -14 12 -16 11 -14 13 -13 13 -15 15 -17 11 -14 14 -13 13 -12 11 -14 12 -12 13 -11 13 -12 15 -10 13 -8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 -12 22 -11 23 -12 27 -9 26 -8 25 -6 27 -6 25 -5 24 -4 26 -2 28 -3 26 -2 26 -1 26 -2 26 1 26 -3 21 -4 24 -3 22 -6 25 -5 24 -7 22 -6 22 -7 23 -9 22 -7 24 -8 ]
192.168.4.3,00:4B:12:9B:47:81,-81,11,1,3,0,1,1,1,0,0,0,-97,1,1,0,20604722,0,94,0,21.0072,256,[94 96 5 0 5 23 7 22 8 17 5 22 9 17 11 21 11 22 10 20 10 14 10 21 12 15 11 19 11 22 13 19 12 21 11 20 9 17 8 21 7 22 9 24 4 19 9 19 5 22 5 19 4 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 14 1 14 4 14 1 18 6 17 4 16 0 18 0 19 -1 22 -1 21 -2 17 -2 19 0 19 -5 14 1 15 -4 20 4 21 3 19 2 21 3 20 5 20 3 22 5 23 5 23 8 22 5 18 ]
192.168.4.3,00:4B:12:9B:47:81,-79,11,1,2,0,1,1,1,0,0,0,-97,1,1,0,20619375,0,94,0,21.0216,256,[94 96 5 0 12 25 10 28 14 23 12 24 15 24 15 23 11 19 15 17 16 20 12 17 19 16 15 21 17 18 18 13 20 18 15 19 20 19 14 16 15 21 15 17 13 17 11 20 10 17 10 17 8 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 11 0 15 4 13 0 18 2 14 2 18 -3 20 0 17 4 18 1 20 -1 21 -2 24 2 27 4 22 3 25 2 23 0 19 -4 21 7 21 3 22 6 19 5 18 10 26 11 24 11 25 8 28 ]
